transaction_id,account_id,transaction_date,transaction_type,amount,channel,merchant_category,is_flagged,customer_id
502242,100801,2023-07-01 10:32:00,Credit,10439.64,UPI,Electronics,N,577
502243,100916,2023-06-20 02:31:00,Credit,13858.43,Card,Shopping,N,697
502244,101200,2023-02-11 17:52:00,Debit,13238.44,ATM,Shopping,N,1081
502245,100320,2023-10-01 13:31:00,Credit,15042.74,NetBanking,Fuel,N,532
502246,101310,2023-11-05 06:35:00,Debit,28021.24,Card,Electronics,N,492
502247,100876,2023-02-25 04:46:00,Debit,32768.01,ATM,Rent,N,429
502248,100329,2023-05-06 14:35:00,Debit,20148.3,NetBanking,Shopping,Y,574
502249,100753,2023-03-10 23:54:00,Debit,1333.49,NetBanking,Rent,N,954
502250,100657,2023-12-26 16:28:00,Credit,48875.79,UPI,Rent,N,774
502251,101380,2023-01-10 06:49:00,Debit,44275.04,UPI,Electronics,N,159
502252,101038,2023-02-11 23:08:00,Credit,18756.5,Card,Fuel,N,423
502253,101299,2023-02-15 05:23:00,Debit,11029.72,NetBanking,Fuel,N,611
502254,100071,2023-12-23 05:20:00,Debit,4427.6,ATM,Electronics,N,1119
502255,100827,2023-04-07 01:33:00,Debit,21280.41,UPI,Fuel,N,1008
502256,101219,2023-07-14 14:08:00,Credit,31638.83,Card,Shopping,N,532
502257,100865,2023-05-19 23:30:00,Debit,16512.77,UPI,Electronics,N,215
502258,100928,2023-09-10 04:49:00,Debit,14976.24,ATM,Fuel,N,817
502259,100106,2023-10-27 04:05:00,Debit,3316.56,UPI,Groceries,N,871
502260,100770,2023-09-10 02:11:00,Credit,6742.75,ATM,Groceries,N,668
502261,100893,2023-01-11 02:39:00,Credit,19363.45,NetBanking,Fuel,N,294
502262,100196,2023-12-08 23:41:00,Debit,355.65,ATM,Rent,N,1048
502263,100145,2023-07-13 19:56:00,Credit,15477.54,UPI,Shopping,N,134
502264,101374,2023-01-29 20:10:00,Debit,21929.54,ATM,Groceries,N,1117
502265,101448,2023-05-18 16:10:00,Debit,6212.86,UPI,Shopping,N,297
502266,100471,2023-07-02 23:49:00,Debit,1288.37,Card,Salary,N,366
502267,100216,2023-06-14 12:52:00,Debit,25748.77,ATM,Shopping,N,79
502268,101117,2023-11-15 14:00:00,Debit,2394.42,Card,Electronics,N,178
502269,100260,2023-09-09 00:43:00,Credit,7049.62,NetBanking,Salary,N,674
502270,100934,2023-10-13 13:37:00,Debit,18526.75,UPI,Fuel,N,151
502271,100575,2023-09-23 21:47:00,Debit,25572.89,Branch,Fuel,Y,924
502272,100285,2023-10-13 04:36:00,Credit,29849.09,UPI,Rent,N,625
502273,100484,2023-06-03 04:35:00,Credit,11438.66,Card,Groceries,N,368
502274,100372,2023-02-18 07:11:00,Debit,9790.28,UPI,Shopping,N,452
502275,100070,2023-05-19 14:10:00,Debit,28389.46,UPI,Groceries,N,938
502276,100379,2023-07-05 09:44:00,Debit,12519.98,Card,Shopping,N,1034
502277,101303,2023-11-04 20:00:00,Credit,13064.4,UPI,Salary,N,281
502278,100302,2023-01-04 22:59:00,Debit,8636.71,UPI,Groceries,N,866
502279,100255,2023-12-27 20:57:00,Debit,7097.68,UPI,Fuel,N,1189
502280,100944,2023-10-18 08:55:00,Credit,9924.51,ATM,Rent,N,414
502281,100692,2023-10-19 11:24:00,Credit,6908.35,UPI,Electronics,N,378
502282,101288,2023-09-07 23:10:00,Debit,6413.55,ATM,Salary,N,21
502283,100834,2023-10-18 14:54:00,Debit,76023.42,Card,Shopping,N,197
502284,100717,2023-04-11 11:10:00,Debit,6246.92,ATM,Salary,Y,180
502285,100424,2023-11-16 21:30:00,Credit,4543.45,UPI,Electronics,Y,32
502286,100213,2023-06-02 11:07:00,Debit,6652.57,Card,Fuel,N,781
502287,100100,2023-04-19 05:26:00,Debit,13502.58,Card,Salary,N,748
502288,101136,2023-07-04 00:06:00,Debit,36385.18,ATM,Groceries,N,314
502289,100308,2023-03-02 17:00:00,Debit,23357.93,Card,Groceries,N,470
502290,100678,2023-07-11 02:36:00,Debit,27800.31,UPI,Groceries,N,981
502291,100475,2023-02-28 00:54:00,Credit,29485.85,Card,Rent,N,728
502292,100112,2023-06-10 13:44:00,Credit,38085.33,UPI,Electronics,N,886
502293,101111,2023-10-10 06:45:00,Debit,4119.59,UPI,Fuel,N,217
502294,100183,2023-11-17 16:33:00,Debit,9297.47,UPI,Groceries,N,575
502295,100597,2023-02-18 13:15:00,Debit,7396.82,NetBanking,Groceries,N,1095
502296,100165,2023-07-07 08:45:00,Debit,7316.02,ATM,Rent,N,905
502297,100815,2023-05-16 20:19:00,Debit,15945.52,Branch,Groceries,N,990
502298,100090,2023-08-21 09:27:00,Debit,7807.53,NetBanking,Shopping,N,1154
502299,100455,2023-06-17 18:15:00,Debit,14469.6,Branch,Rent,N,13
502300,100238,2023-07-01 17:37:00,Debit,7325.78,UPI,Shopping,N,634
502301,100534,2023-10-01 15:28:00,Credit,5690.5,Card,Electronics,N,1070
502302,100727,2023-11-02 16:34:00,Credit,6632.92,ATM,Salary,N,929
502303,100058,2023-11-27 15:57:00,Credit,24526.03,ATM,Groceries,N,621
502304,100542,2023-04-04 10:44:00,Credit,13883.83,UPI,Groceries,N,1142
502305,101022,2023-05-12 11:10:00,Credit,54843.57,UPI,Electronics,N,504
502306,100618,2023-05-17 17:36:00,Debit,26915.58,Card,Salary,N,1178
502307,100402,2023-04-30 04:56:00,Debit,10076.58,Branch,Rent,N,794
502308,101006,2023-01-01 17:56:00,Debit,4263.53,ATM,Salary,N,745
502309,100842,2023-04-25 17:31:00,Credit,16908.69,UPI,Groceries,N,1099
502310,100839,2023-04-28 04:54:00,Debit,19554.82,NetBanking,Electronics,N,368
502311,100519,2023-04-21 14:30:00,Credit,9459.24,UPI,Shopping,N,92
502312,100197,2023-09-19 19:34:00,Debit,4018.95,NetBanking,Fuel,N,663
502313,100046,2023-12-26 14:55:00,Debit,12320.85,NetBanking,Electronics,N,1034
502314,100530,2023-09-12 03:04:00,Debit,4492.01,ATM,Rent,N,1073
502315,101421,2023-05-12 04:32:00,Credit,42300.74,Card,Rent,N,577
502316,101000,2023-07-26 13:00:00,Debit,14968.62,Card,Groceries,N,156
502317,100776,2023-11-23 22:10:00,Debit,5278.21,Card,Electronics,N,639
502318,100074,2023-02-12 23:53:00,Debit,3745.04,UPI,Fuel,N,67
502319,101440,2023-08-22 03:52:00,Debit,19019.97,Card,Electronics,N,761
502320,100335,2023-01-01 05:18:00,Debit,18554.41,UPI,Rent,N,554
502321,100633,2023-08-24 18:18:00,Debit,13737.2,Card,Electronics,N,1193
502322,100688,2023-07-20 02:35:00,Debit,14390.47,ATM,Groceries,N,1153
502323,100575,2023-07-15 02:11:00,Debit,13990.15,UPI,Rent,N,924
502324,100296,2023-09-18 00:30:00,Credit,6796.73,NetBanking,Electronics,N,977
502325,101108,2023-09-11 02:09:00,Credit,41668.3,ATM,Electronics,N,678
502326,101039,2023-07-08 02:56:00,Debit,9888.1,ATM,Groceries,N,758
502327,101158,2023-05-13 14:02:00,Debit,408.06,UPI,Groceries,N,536
502328,100478,2023-09-16 16:46:00,Debit,6523.98,ATM,Electronics,N,1154
502329,100633,2023-03-10 06:48:00,Credit,2193.8,UPI,Fuel,N,1193
502330,100319,2023-12-31 00:44:00,Debit,6873.82,UPI,Rent,N,1152
502331,101416,2023-02-26 07:59:00,Debit,14157.45,UPI,Electronics,N,662
502332,100479,2023-07-16 23:15:00,Debit,443.88,UPI,Groceries,N,889
502333,100368,2023-03-31 10:41:00,Debit,30726.47,ATM,Rent,N,108
502334,100367,2023-07-14 22:04:00,Debit,14236.02,ATM,Groceries,N,693
502335,101312,2023-05-21 16:27:00,Credit,5351.28,ATM,Rent,N,970
502336,100378,2023-01-06 12:23:00,Debit,5692.18,ATM,Electronics,N,2
502337,100463,2023-07-08 05:35:00,Debit,9501.07,NetBanking,Shopping,N,101
502338,100013,2023-08-14 19:04:00,Debit,4377.12,UPI,Shopping,N,834
502339,100536,2023-01-02 17:19:00,Credit,165.27,Card,Salary,N,868
502340,101192,2023-09-16 03:19:00,Debit,503.75,NetBanking,Shopping,N,728
502341,100270,2023-11-23 11:13:00,Debit,6741.45,UPI,Salary,N,216
502342,101094,2023-12-19 12:07:00,Credit,2089.63,ATM,Rent,N,389
502343,101342,2023-06-30 21:02:00,Credit,439.26,ATM,Groceries,N,863
502344,100376,2023-01-23 08:45:00,Debit,29513.6,UPI,Groceries,N,608
502345,101113,2023-12-02 15:21:00,Debit,4905.92,UPI,Groceries,N,1159
502346,100257,2023-04-27 02:10:00,Debit,10591.18,Card,Electronics,N,265
502347,100217,2023-03-19 01:07:00,Credit,3065.96,ATM,Rent,N,334
502348,100450,2023-12-29 05:51:00,Debit,817.78,UPI,Electronics,N,187
502349,100894,2023-10-16 09:30:00,Debit,20589.51,Card,Salary,N,919
502350,101165,2023-03-08 21:20:00,Debit,2102.23,Card,Salary,N,1192
502351,101185,2023-10-09 02:21:00,Debit,490.8,UPI,Groceries,N,534
502352,100032,2023-02-14 22:22:00,Debit,13372.98,ATM,Groceries,N,841
502353,101176,2023-05-28 04:25:00,Credit,303.39,Card,Rent,N,667
502354,101284,2023-04-09 17:44:00,Debit,8698.12,UPI,Salary,N,29
502355,101303,2023-02-25 01:37:00,Credit,5212.78,Card,Rent,N,281
502356,101309,2023-10-07 05:41:00,Debit,5872.1,UPI,Salary,N,126
502357,100610,2023-04-06 03:31:00,Credit,158.6,UPI,Fuel,N,143
502358,100917,2023-05-01 03:41:00,Credit,50108.44,UPI,Rent,N,911
502359,100542,2023-02-20 05:53:00,Debit,11014.93,NetBanking,Fuel,N,1142
502360,100148,2023-01-06 03:50:00,Debit,12847.44,NetBanking,Electronics,N,686
502361,100656,2023-04-20 07:20:00,Debit,16554.72,ATM,Salary,N,866
502362,100067,2023-04-09 18:23:00,Debit,24056.85,ATM,Fuel,N,623
502363,100570,2023-04-21 04:51:00,Debit,14143.92,UPI,Electronics,N,894
502364,101303,2023-04-21 05:36:00,Debit,21644.76,Card,Rent,N,281
502365,100748,2023-04-06 17:32:00,Credit,9033.1,UPI,Fuel,N,1066
502366,100443,2023-05-19 20:19:00,Credit,7060.92,Card,Fuel,N,56
502367,100897,2023-01-20 20:44:00,Debit,26085.44,NetBanking,Electronics,N,433
502368,100399,2023-09-22 20:56:00,Credit,30171.75,UPI,Fuel,N,391
502369,101152,2023-04-18 12:37:00,Credit,2324.14,Card,Electronics,N,1076
502370,101361,2023-05-16 06:38:00,Debit,11834.93,ATM,Shopping,N,1014
502371,100482,2023-03-21 19:19:00,Debit,17363.23,UPI,Salary,N,117
502372,100948,2023-04-01 18:51:00,Debit,1409.51,Card,Salary,Y,420
502373,100186,2023-05-12 23:08:00,Debit,39902.75,ATM,Salary,N,209
502374,100169,2023-04-16 11:22:00,Debit,11112.97,Card,Fuel,N,1059
502375,101284,2023-11-13 02:56:00,Debit,15653.9,UPI,Fuel,N,29
502376,100507,2023-12-31 06:15:00,Credit,3044.65,ATM,Groceries,N,265
502377,100521,2023-05-20 03:09:00,Debit,4706.74,Branch,Groceries,N,1155
502378,101495,2023-07-22 05:16:00,Debit,2034.58,Card,Electronics,N,101
502379,100161,2023-08-05 05:18:00,Credit,4697.85,Card,Fuel,N,827
502380,101313,2023-06-23 14:23:00,Credit,10270.83,UPI,Electronics,N,581
502381,100340,2023-04-25 20:31:00,Debit,27003.08,UPI,Rent,N,122
502382,101130,2023-11-19 22:58:00,Credit,11544.64,NetBanking,Fuel,N,318
502383,101499,2023-05-19 14:53:00,Debit,4304.91,UPI,Shopping,N,910
502384,101487,2023-02-17 19:38:00,Debit,784.71,Branch,Rent,N,39
502385,100704,2023-01-29 07:25:00,Debit,14691.72,UPI,Fuel,N,732
502386,101177,2023-10-18 08:06:00,Debit,8275.04,UPI,Salary,N,262
502387,100823,2023-08-05 18:58:00,Debit,62462.97,UPI,Electronics,N,874
502388,100785,2023-07-25 01:45:00,Debit,22795.55,ATM,Shopping,N,329
502389,101173,2023-11-17 11:31:00,Debit,24882.27,Card,Groceries,N,814
502390,101212,2023-05-14 06:03:00,Credit,284.66,Branch,Salary,N,162
502391,100131,2023-02-07 04:45:00,Debit,22662.35,UPI,Shopping,N,1168
502392,101476,2023-09-22 22:42:00,Debit,3346.49,UPI,Groceries,N,357
502393,100516,2023-05-20 11:19:00,Credit,13320.95,Card,Fuel,N,729
502394,101500,2023-06-06 03:56:00,Debit,8997.4,Card,Rent,N,1083
502395,101287,2023-11-16 13:13:00,Debit,12815.6,UPI,Rent,N,993
502396,101483,2023-11-15 22:41:00,Debit,2248.42,UPI,Shopping,N,914
502397,100536,2023-10-29 09:15:00,Credit,9256.7,UPI,Salary,N,868
502398,100741,2023-05-05 04:41:00,Credit,664.67,Card,Groceries,N,177
502399,100781,2023-03-24 05:29:00,Credit,727.95,ATM,Shopping,N,16
502400,101319,2023-12-25 16:02:00,Debit,16182.69,Card,Electronics,N,1138
502401,101459,2023-08-28 09:07:00,Credit,45554.35,UPI,Electronics,N,1026
502402,101299,2023-09-18 15:56:00,Debit,22635.21,NetBanking,Electronics,N,611
502403,100588,2023-11-29 18:47:00,Debit,9599.3,UPI,Groceries,N,674
502404,101332,2023-03-15 03:17:00,Debit,962.38,UPI,Rent,N,1005
502405,100726,2023-04-13 18:50:00,Credit,790.98,ATM,Rent,N,687
502406,100943,2023-11-11 09:18:00,Debit,2677.71,Card,Salary,N,403
502407,100997,2023-05-02 06:06:00,Debit,55927.55,UPI,Groceries,N,486
502408,100376,2023-01-11 10:09:00,Credit,7728.95,NetBanking,Fuel,N,608
502409,101182,2023-08-31 02:32:00,Credit,27911.61,Card,Fuel,N,820
502410,100204,2023-02-02 09:22:00,Debit,18418.94,UPI,Electronics,N,804
502411,100989,2023-10-14 20:19:00,Debit,14049.33,Card,Shopping,N,897
502412,100661,2023-05-09 16:53:00,Credit,44397.6,Card,Shopping,N,895
502413,100075,2023-04-13 10:31:00,Credit,4028.49,Card,Shopping,N,191
502414,101404,2023-06-03 18:43:00,Debit,9201.51,NetBanking,Rent,N,665
502415,100741,2023-02-18 19:12:00,Debit,30106.46,Card,Rent,N,177
502416,100304,2023-04-26 14:09:00,Debit,12136.44,UPI,Groceries,N,71
502417,101086,2023-04-12 08:19:00,Debit,4344.3,Card,Groceries,N,932
502418,100570,2023-08-29 00:25:00,Debit,3615.27,Card,Salary,N,894
502419,100786,2023-02-10 15:27:00,Debit,21068.28,ATM,Groceries,N,544
502420,101132,2023-01-08 12:56:00,Debit,293.07,UPI,Salary,N,503
502421,101211,2023-04-06 17:47:00,Debit,36934.66,NetBanking,Electronics,N,1140
502422,100987,2023-06-06 22:33:00,Credit,378.85,ATM,Electronics,N,95
502423,100229,2023-05-14 08:23:00,Debit,15053.93,Card,Rent,N,974
502424,101072,2023-10-27 15:16:00,Debit,14023.47,ATM,Rent,N,1120
502425,100268,2023-12-19 07:14:00,Credit,13055.87,Card,Rent,N,97
502426,100727,2023-10-08 02:45:00,Debit,9746.6,UPI,Fuel,N,929
502427,100802,2023-09-04 01:49:00,Debit,28801.82,NetBanking,Salary,N,900
502428,100254,2023-06-24 23:18:00,Debit,16252.74,UPI,Shopping,N,819
502429,100957,2023-02-17 23:38:00,Credit,22939.43,Card,Shopping,N,546
502430,100870,2023-12-09 01:18:00,Credit,1941.36,ATM,Electronics,N,658
502431,100087,2023-09-30 01:15:00,Debit,867.8,Card,Salary,N,73
502432,101205,2023-04-05 01:22:00,Credit,534.15,ATM,Fuel,N,517
502433,101049,2023-09-10 16:55:00,Debit,2488.56,UPI,Fuel,N,307
502434,101412,2023-09-24 17:02:00,Credit,16594.55,ATM,Electronics,N,506
502435,100222,2023-11-06 14:00:00,Credit,10318.92,Branch,Electronics,N,765
502436,100990,2023-12-24 15:40:00,Debit,21030.16,Card,Rent,N,1095
502437,100397,2023-10-11 17:02:00,Credit,3292.89,UPI,Fuel,N,535
502438,100938,2023-09-11 22:37:00,Debit,6958.4,NetBanking,Rent,N,917
502439,100511,2023-04-23 07:11:00,Debit,33005.63,Card,Electronics,N,997
502440,100561,2023-10-28 16:22:00,Credit,41266.33,UPI,Shopping,N,963
502441,100846,2023-09-15 08:43:00,Debit,38313.7,Card,Fuel,N,545
502442,100440,2023-11-20 01:16:00,Debit,25681.39,ATM,Fuel,N,956
502443,101199,2023-11-25 22:15:00,Credit,17582.63,UPI,Groceries,N,353
502444,100311,2023-04-29 12:15:00,Credit,36845.04,NetBanking,Fuel,N,494
502445,101298,2023-02-18 21:20:00,Credit,18885.98,UPI,Rent,N,447
502446,100035,2023-07-04 23:38:00,Debit,46265.93,ATM,Groceries,N,930
502447,100217,2023-10-15 21:16:00,Debit,476.51,Card,Fuel,N,334
502448,100721,2023-04-07 22:38:00,Credit,38297.02,NetBanking,Groceries,N,576
502449,101016,2023-11-20 07:54:00,Debit,12270.2,UPI,Fuel,N,973
502450,101432,2023-07-26 02:10:00,Credit,1878.34,UPI,Salary,Y,845
502451,100519,2023-01-01 20:07:00,Credit,3729.38,Card,Shopping,N,92
502452,100269,2023-02-27 12:44:00,Credit,28774.3,Card,Rent,N,513
502453,100638,2023-11-13 09:56:00,Debit,10681.85,NetBanking,Rent,N,883
502454,100475,2023-02-06 04:17:00,Debit,61058.15,UPI,Groceries,N,728
502455,101349,2023-03-25 09:09:00,Debit,1975.48,Card,Salary,N,155
502456,101380,2023-10-04 20:05:00,Debit,8078.27,UPI,Groceries,N,159
502457,100090,2023-09-12 10:33:00,Credit,6149.19,Card,Groceries,N,1154
502458,101066,2023-01-29 02:19:00,Credit,10989.25,UPI,Electronics,N,725
502459,101389,2023-11-24 07:00:00,Debit,15153.81,NetBanking,Groceries,N,840
502460,101226,2023-12-17 19:53:00,Credit,16354.21,UPI,Fuel,N,326
502461,101390,2023-09-11 02:35:00,Debit,119.45,Card,Electronics,N,727
502462,100982,2023-06-17 22:32:00,Debit,1497.53,UPI,Electronics,N,147
502463,100288,2023-05-15 03:31:00,Debit,635.4,ATM,Groceries,N,694
502464,100481,2023-03-13 05:59:00,Credit,30092.73,Card,Electronics,N,836
502465,100637,2023-10-04 07:17:00,Debit,5737.7,UPI,Rent,N,958
502466,100501,2023-12-18 13:30:00,Debit,6960.78,UPI,Shopping,N,157
502467,100052,2023-08-02 03:46:00,Debit,9077.68,UPI,Electronics,N,381
502468,100103,2023-07-15 02:06:00,Debit,28487.4,UPI,Electronics,N,1154
502469,101385,2023-04-03 08:10:00,Debit,314.01,UPI,Fuel,N,511
502470,101448,2023-11-24 13:11:00,Debit,1993.97,ATM,Rent,N,297
502471,100699,2023-04-29 20:20:00,Credit,17435.51,Card,Electronics,N,70
502472,101229,2023-12-09 11:05:00,Debit,49918.83,Card,Fuel,N,1094
502473,101038,2023-02-28 07:16:00,Debit,15541.32,UPI,Rent,N,423
502474,100470,2023-08-10 01:42:00,Debit,4639.37,UPI,Electronics,N,344
502475,101490,2023-06-19 01:09:00,Credit,11105.3,Card,Groceries,N,785
502476,101328,2023-08-07 18:16:00,Debit,55421.48,ATM,Electronics,N,387
502477,100427,2023-01-04 09:42:00,Credit,11364.08,UPI,Shopping,N,1067
502478,100110,2023-04-20 16:02:00,Credit,7114.28,UPI,Rent,N,1123
502479,100515,2023-02-03 17:14:00,Credit,7353.64,UPI,Shopping,N,538
502480,100068,2023-04-07 18:32:00,Credit,51283.95,UPI,Electronics,N,525
502481,101270,2023-06-17 14:52:00,Debit,19136.55,Card,Shopping,N,560
502482,100389,2023-01-23 18:40:00,Credit,17531.57,UPI,Rent,N,438
502483,100308,2023-03-09 11:03:00,Debit,4060.54,NetBanking,Groceries,N,470
502484,101376,2023-06-08 20:29:00,Credit,12397.15,NetBanking,Electronics,N,614
502485,101090,2023-02-24 18:31:00,Credit,6718.22,Card,Rent,N,713
502486,100460,2023-08-20 20:17:00,Credit,4220.53,UPI,Shopping,N,715
502487,100347,2023-07-30 15:50:00,Debit,33986.03,UPI,Fuel,N,1138
502488,100325,2023-03-20 22:42:00,Debit,7347.08,ATM,Shopping,N,83
502489,100667,2023-11-12 01:01:00,Debit,5085.74,UPI,Electronics,N,740
502490,101057,2023-04-25 17:53:00,Debit,40362.16,NetBanking,Shopping,N,344
502491,100068,2023-04-14 19:19:00,Debit,3397.48,UPI,Shopping,N,525
502492,100187,2023-11-24 14:57:00,Debit,20627.1,Card,Shopping,N,224
502493,100192,2023-02-09 09:14:00,Credit,15965.53,Card,Groceries,N,447
502494,101237,2023-04-01 00:13:00,Debit,38077.04,NetBanking,Fuel,N,999
502495,100428,2023-04-06 15:11:00,Debit,26861.08,ATM,Shopping,N,617
502496,101375,2023-02-14 19:46:00,Debit,18426.72,Card,Electronics,N,848
502497,101132,2023-05-15 16:28:00,Credit,5765.67,Branch,Rent,N,503
502498,101264,2023-10-30 04:37:00,Credit,10364.86,UPI,Salary,N,453
502499,100216,2023-01-21 19:34:00,Debit,43469.44,UPI,Shopping,N,79
502500,100177,2023-01-31 16:23:00,Debit,452.14,UPI,Fuel,N,967
502501,101354,2023-03-11 16:41:00,Debit,23822.37,ATM,Rent,N,776
502502,100561,2023-08-10 17:32:00,Credit,4451.48,UPI,Fuel,N,963
502503,100881,2023-09-17 19:51:00,Debit,3168.82,UPI,Electronics,N,1093
502504,100626,2023-03-17 12:27:00,Debit,4063.87,UPI,Groceries,N,547
502505,101474,2023-10-23 02:04:00,Debit,1024.16,Card,Shopping,N,619
502506,100607,2023-04-24 21:16:00,Debit,72486.92,ATM,Groceries,N,443
502507,101471,2023-06-08 03:48:00,Credit,30688.22,NetBanking,Shopping,N,439
502508,100179,2023-03-10 02:59:00,Debit,11142.57,UPI,Shopping,N,1111
502509,100395,2023-05-29 10:32:00,Debit,18934.42,Card,Fuel,Y,45
502510,101169,2023-05-23 18:13:00,Debit,12299.09,ATM,Salary,N,1080
502511,100876,2023-09-18 14:13:00,Credit,25136.14,Card,Electronics,N,429
502512,100962,2023-10-12 14:53:00,Debit,28042.25,UPI,Rent,N,42
502513,100198,2023-10-17 22:05:00,Credit,4074.93,UPI,Electronics,N,1074
502514,100969,2023-07-30 00:17:00,Debit,9335.79,NetBanking,Salary,N,604
502515,101108,2023-06-05 20:20:00,Credit,15211.61,NetBanking,Rent,N,678
502516,100669,2023-03-19 04:21:00,Credit,57654.31,UPI,Salary,N,212
502517,101109,2023-06-24 03:26:00,Debit,17318.11,Branch,Electronics,N,68
502518,100457,2023-05-15 07:01:00,Debit,34288.16,UPI,Electronics,N,447
502519,101500,2023-01-30 00:07:00,Debit,28172.96,ATM,Fuel,N,1083
502520,101277,2023-03-25 15:36:00,Credit,13186.37,Card,Shopping,N,179
502521,100072,2023-12-23 03:00:00,Debit,33716.05,UPI,Salary,N,617
502522,100223,2023-10-07 23:49:00,Debit,7208.29,UPI,Groceries,N,921
502523,100276,2023-09-29 08:01:00,Debit,7253.21,ATM,Salary,N,284
502524,101270,2023-03-18 11:59:00,Debit,22877.9,ATM,Salary,N,560
502525,101365,2023-09-24 22:19:00,Debit,2267.48,UPI,Rent,N,264
502526,100573,2023-11-21 21:03:00,Credit,5575.47,UPI,Shopping,N,282
502527,100924,2023-05-21 01:36:00,Credit,14169.32,NetBanking,Rent,N,1138
502528,100471,2023-09-19 16:32:00,Debit,8272.6,UPI,Fuel,N,366
502529,100454,2023-01-12 11:50:00,Debit,42483.19,UPI,Groceries,N,114
502530,100969,2023-07-10 02:55:00,Debit,47833.12,Card,Electronics,N,604
502531,100007,2023-10-25 15:45:00,Credit,10574.85,UPI,Groceries,N,134
502532,100188,2023-02-05 03:01:00,Debit,11717.37,UPI,Groceries,N,3
502533,100004,2023-05-26 10:02:00,Debit,19444.44,Branch,Groceries,N,937
502534,100907,2023-12-10 11:51:00,Debit,9267.01,NetBanking,Fuel,N,991
502535,101149,2023-04-03 04:42:00,Credit,3262.64,UPI,Fuel,N,1028
502536,101039,2023-03-03 12:00:00,Debit,20713.66,NetBanking,Groceries,N,758
502537,100960,2023-03-01 15:17:00,Debit,20178.91,NetBanking,Electronics,N,778
502538,100525,2023-07-08 09:40:00,Debit,4315.19,Card,Electronics,N,273
502539,100630,2023-08-15 01:33:00,Debit,26938.93,ATM,Electronics,N,364
502540,101264,2023-11-22 15:10:00,Debit,14365.14,UPI,Fuel,N,453
502541,100775,2023-08-17 22:04:00,Debit,4143.74,UPI,Rent,N,972
502542,100360,2023-11-13 05:43:00,Debit,15934.98,Card,Electronics,N,538
502543,100518,2023-08-13 05:18:00,Credit,4090.95,NetBanking,Rent,N,154
502544,101344,2023-04-13 23:18:00,Debit,4723.03,Card,Groceries,N,888
502545,101255,2023-07-24 12:01:00,Debit,28359.04,UPI,Electronics,N,1116
502546,101054,2023-06-10 17:17:00,Debit,39880.34,UPI,Groceries,N,780
502547,100921,2023-07-01 14:42:00,Debit,4553.52,ATM,Groceries,N,926
502548,101180,2023-05-20 05:13:00,Debit,39576.97,Card,Shopping,N,180
502549,100852,2023-08-19 12:54:00,Credit,4192.86,UPI,Salary,N,377
502550,100935,2023-02-02 14:19:00,Debit,1970.99,Card,Groceries,N,668
502551,100901,2023-07-10 12:52:00,Credit,999.82,Card,Groceries,N,199
502552,100399,2023-02-03 14:59:00,Credit,4258.32,UPI,Shopping,N,391
502553,101370,2023-09-07 08:17:00,Credit,7398.01,UPI,Fuel,N,1108
502554,101219,2023-05-19 17:55:00,Credit,39472.54,UPI,Groceries,N,532
502555,100168,2023-09-08 20:37:00,Debit,4259.21,NetBanking,Electronics,N,708
502556,100377,2023-12-20 19:07:00,Debit,6922.95,ATM,Fuel,N,659
502557,101386,2023-09-09 05:30:00,Credit,19972.68,ATM,Salary,N,603
502558,101268,2023-06-18 14:03:00,Debit,5494.63,Card,Salary,N,224
502559,100607,2023-04-29 17:16:00,Debit,17397.68,UPI,Groceries,N,443
502560,101011,2023-03-08 17:48:00,Debit,8586.56,UPI,Rent,N,998
502561,100589,2023-03-04 15:56:00,Debit,3380.64,Card,Salary,N,238
502562,101195,2023-02-06 06:14:00,Debit,19967.21,Card,Salary,N,693
502563,101430,2023-12-25 18:14:00,Credit,511.17,UPI,Shopping,N,982
502564,101231,2023-09-15 05:47:00,Debit,5286.76,UPI,Salary,N,642
502565,101178,2023-11-18 18:10:00,Credit,6705.08,Card,Electronics,N,355
502566,100048,2023-04-28 16:21:00,Debit,9293.38,Card,Rent,N,756
502567,101025,2023-01-25 02:54:00,Debit,17185.39,UPI,Groceries,N,42
502568,101431,2023-05-24 20:36:00,Debit,9326.27,Card,Shopping,N,960
502569,101131,2023-08-31 09:13:00,Debit,13633.01,NetBanking,Shopping,N,809
502570,100173,2023-03-19 21:28:00,Debit,13686.91,UPI,Shopping,N,616
502571,100506,2023-10-09 04:15:00,Credit,7108.63,ATM,Groceries,N,107
502572,101154,2023-10-18 05:33:00,Debit,40864.98,Card,Fuel,N,992
502573,100398,2023-06-19 03:03:00,Debit,46903.74,UPI,Electronics,N,461
502574,100294,2023-05-16 12:54:00,Debit,13178.76,Card,Shopping,N,189
502575,100552,2023-02-18 17:20:00,Debit,1215.86,NetBanking,Rent,N,811
502576,101471,2023-10-17 02:39:00,Debit,10233.37,NetBanking,Fuel,N,439
502577,100850,2023-12-03 07:36:00,Debit,3157.82,UPI,Rent,N,768
502578,101040,2023-02-06 20:37:00,Credit,10001.91,NetBanking,Salary,N,763
502579,100885,2023-07-21 20:38:00,Credit,3232.75,ATM,Rent,N,864
502580,101373,2023-07-28 21:00:00,Debit,18353.6,UPI,Shopping,N,839
502581,101004,2023-03-07 08:16:00,Debit,1357.72,UPI,Fuel,N,237
502582,101227,2023-01-24 05:15:00,Debit,46061.48,NetBanking,Electronics,N,1115
